Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,createGcEventWithStandardDecorators,Long Statement,The length of the statement "setTimeStampIfPresent(event`decoratorsMatcher.group(GROUP_DECORATORS_UPTIME)`decoratorsMatcher.group(GROUP_DECORATORS_UPTIME_UNIT));" is 132.,505
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,setPause,Magic Number,The method contains a magic number: 1000,542
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,setMemory,Long Identifier,The length of the field GROUP_MEMORY_CURRENT_TOTAL_UNIT is 31.,553
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,setMemory,Long Statement,The length of the statement "event.setPreUsed(getDataReaderTools().getMemoryInKiloByte(Integer.parseInt(matcher.group(GROUP_MEMORY_BEFORE))`matcher.group(GROUP_MEMORY_BEFORE_UNIT).charAt(0)`matcher.group(GROUP_MEMORY)));" is 191.,553
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,setMemory,Long Statement,The length of the statement "event.setPostUsed(getDataReaderTools().getMemoryInKiloByte(Integer.parseInt(matcher.group(GROUP_MEMORY_AFTER))`matcher.group(GROUP_MEMORY_AFTER_UNIT).charAt(0)`matcher.group(GROUP_MEMORY)));" is 190.,553
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,setMemory,Long Statement,The length of the statement "event.setTotal(getDataReaderTools().getMemoryInKiloByte(Integer.parseInt(matcher.group(GROUP_MEMORY_CURRENT_TOTAL))`matcher.group(GROUP_MEMORY_CURRENT_TOTAL_UNIT).charAt(0)`matcher.group(GROUP_MEMORY)));" is 203.,553
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,setMemoryHeapWithPercentage,Long Identifier,The length of the field GROUP_HEAP_MEMORY_PERCENTAGE_VALUE is 34.,563
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,setMemoryHeapWithPercentage,Long Identifier,The length of the field GROUP_HEAP_MEMORY_PERCENTAGE_UNIT is 33.,563
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,setMemoryHeapWithPercentage,Long Statement,The length of the statement "event.setTotal(getDataReaderTools().getMemoryInKiloByte(Integer.parseInt(matcher.group(GROUP_HEAP_MEMORY_PERCENTAGE_VALUE))`matcher.group(GROUP_HEAP_MEMORY_PERCENTAGE_UNIT).charAt(0)`matcher.group(GROUP_HEAP_MEMORY_PERCENTAGE)));" is 229.,563
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,setMemoryWithPercentage,Long Identifier,The length of the field GROUP_MEMORY_PERCENTAGE_BEFORE is 30.,568
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,setMemoryWithPercentage,Long Identifier,The length of the field GROUP_MEMORY_PERCENTAGE_BEFORE_UNIT is 35.,568
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,setMemoryWithPercentage,Long Identifier,The length of the field GROUP_MEMORY_PERCENTAGE_AFTER_UNIT is 34.,568
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,setMemoryWithPercentage,Long Identifier,The length of the field GROUP_MEMORY_PERCENTAGE_BEFORE_PERCENTAGE is 41.,568
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,setMemoryWithPercentage,Long Identifier,The length of the field GROUP_MEMORY_PERCENTAGE_AFTER_PERCENTAGE is 40.,568
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,setMemoryWithPercentage,Long Statement,The length of the statement "event.setPreUsed(getDataReaderTools().getMemoryInKiloByte(Integer.parseInt(matcher.group(GROUP_MEMORY_PERCENTAGE_BEFORE))`matcher.group(GROUP_MEMORY_PERCENTAGE_BEFORE_UNIT).charAt(0)`matcher.group(GROUP_MEMORY_PERCENTAGE)));" is 224.,568
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,setMemoryWithPercentage,Long Statement,The length of the statement "event.setPostUsed(getDataReaderTools().getMemoryInKiloByte(Integer.parseInt(matcher.group(GROUP_MEMORY_PERCENTAGE_AFTER))`matcher.group(GROUP_MEMORY_PERCENTAGE_AFTER_UNIT).charAt(0)`matcher.group(GROUP_MEMORY_PERCENTAGE)));" is 223.,568
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,setMemoryWithPercentage,Magic Number,The method contains a magic number: 100,568
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,setTimeStampIfPresent,Magic Number,The method contains a magic number: 1000,586
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,enrichContext,Long Statement,The length of the statement "getLogger().warning(String.format("Failed to parse heap region size on line %d (line=%s)"`in.getLineNumber()`context.getLine()));" is 129.,622
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_2_2,read,Complex Method,Cyclomatic complexity of the method is 8,26
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_2_2,read,Long Statement,The length of the statement "int percentUsed=Integer.parseInt(line.substring(line.length() - "XX% free>".length()`line.length() - "% free>".length()));" is 122.,26
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_2_2,read,Magic Number,The method contains a magic number: 5,26
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_2_2,read,Magic Number,The method contains a magic number: 5,26
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_2_2,read,Magic Number,The method contains a magic number: 1000.0d,26
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_2_2,read,Magic Number,The method contains a magic number: 1024L,26
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_2_2,read,Magic Number,The method contains a magic number: 100l,26
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_2_2,read,Magic Number,The method contains a magic number: 1024L,26
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_2_2,read,Magic Number,The method contains a magic number: 2,26
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_2_2,read,Magic Number,The method contains a magic number: 3,26
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_2_2,read,Magic Number,The method contains a magic number: 1024,26
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_2_2,read,Magic Number,The method contains a magic number: 1024,26
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_2_2,read,Magic Number,The method contains a magic number: 1024,26
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_2_2,read,Magic Number,The method contains a magic number: 1000.0d,26
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReader,Complex Method,Cyclomatic complexity of the method is 11,29
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReader,Long Statement,The length of the statement "if (getLogger().isLoggable(Level.SEVERE)) getLogger().severe(LocalisationHelper.getString("datareaderfactory_instantiation_failed") + "\ncontent:" + "\n"+ s);" is 158.,29
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReaderBySample,Complex Conditional,The conditional expression s.contains(" (young)") || s.contains("G1Ergonomics") || s.contains(" (mixed)")|| s.contains("-XX:+UseG1GC") is complex.,109
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReaderBySample,Complex Conditional,The conditional expression s.contains("[GC") || s.contains("[Full GC") || s.contains("[Inc GC") is complex.,109
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReaderBySample,Complex Conditional,The conditional expression s.indexOf("<GC: ") == 0 && s.contains(">") && new StringTokenizer(s.substring(0`s.indexOf(">") + 1)`" ").countTokens() == 20 is complex.,109
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReaderBySample,Complex Conditional,The conditional expression s.startsWith("<GC: ") && s.contains(">") && new StringTokenizer(s.substring(0`s.indexOf(">") + 1)`" ").countTokens() == 22 is complex.,109
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReaderBySample,Complex Conditional,The conditional expression s.contains("<verbosegc") && (s.contains("version=\"R26_Java6") || s.contains("version=\"R27_Java7") || s.contains("version=\"R28_Java8")) is complex.,109
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReaderBySample,Complex Method,Cyclomatic complexity of the method is 43,109
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReaderBySample,Long Statement,The length of the statement "if (getLogger().isLoggable(Level.INFO)) getLogger().info("File format: Sun / Oracle / OpenJdk 1.6.x .. 1.8.x G1 collector");" is 124.,109
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReaderBySample,Long Statement,The length of the statement "else if (s.indexOf("<GC: ") == 0 && s.contains(">") && new StringTokenizer(s.substring(0`s.indexOf(">") + 1)`" ").countTokens() == 20) {" is 136.,109
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReaderBySample,Long Statement,The length of the statement "else if (s.startsWith("<GC: ") && s.contains(">") && new StringTokenizer(s.substring(0`s.indexOf(">") + 1)`" ").countTokens() == 22) {" is 134.,109
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReaderBySample,Long Statement,The length of the statement "else if (s.contains("<verbosegc") && (s.contains("version=\"R26_Java6") || s.contains("version=\"R27_Java7") || s.contains("version=\"R28_Java8"))) {" is 149.,109
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReaderBySample,Magic Number,The method contains a magic number: 20,109
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReaderBySample,Magic Number,The method contains a magic number: 22,109
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,isGZipped,Magic Number,The method contains a magic number: 2,227
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,isGZipped,Magic Number,The method contains a magic number: 8,227
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_4_2,read,Complex Method,Cyclomatic complexity of the method is 27,28
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_4_2,read,Long Method,The method has 105 lines of code.,28
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_4_2,read,Long Statement,The length of the statement "if (getLogger().isLoggable(Level.FINE)) getLogger().fine("Ignoring line " + in.getLineNumber() + ". Missing \"[memory ]\" marker: "+ line);" is 139.,28
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_4_2,read,Long Statement,The length of the statement "if (getLogger().isLoggable(Level.WARNING)) getLogger().warning("Malformed line (" + in.getLineNumber() + "). Missing colon after start time: "+ line);" is 150.,28
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_4_2,read,Magic Number,The method contains a magic number: 3,28
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_4_2,read,Magic Number,The method contains a magic number: 2,28
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_4_2,read,Magic Number,The method contains a magic number: 1000.0d,28
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,read,Complex Conditional,The conditional expression !"".equals(trimmedLine) && !trimmedLine.startsWith("<GC: ") && !trimmedLine.startsWith("<") is complex.,39
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,read,Complex Method,Cyclomatic complexity of the method is 18,39
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,read,Magic Number,The method contains a magic number: 1000.0d,39
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,read,Magic Number,The method contains a magic number: 2,39
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,read,Magic Number,The method contains a magic number: 2,39
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,read,Magic Number,The method contains a magic number: 3,39
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,read,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@475d6aae,39
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,parseTimeSinceLastAF,Magic Number,The method contains a magic number: 2,137
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,parseTimeSinceLastAF,Magic Number,The method contains a magic number: 1000.0d,137
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,parsePreUsed,Magic Number,The method contains a magic number: 1024L,143
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,parsePreUsedAFAction3,Magic Number,The method contains a magic number: 1024L,157
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,parsePostUsed,Magic Number,The method contains a magic number: 1024L,165
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,parseTotalAfterGC,Magic Number,The method contains a magic number: 1024L,173
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,parseTotalAfterHeapExpansion,Magic Number,The method contains a magic number: 3,179
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,parseTotalAfterHeapExpansion,Magic Number,The method contains a magic number: 1024L,179
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,parsePause,Magic Number,The method contains a magic number: 3,185
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,parsePause,Magic Number,The method contains a magic number: 1000.0d,185
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,read,Complex Conditional,The conditional expression (!trimmedLine.equals("")) && (!trimmedLine.startsWith("<GC: ")) && (!(trimmedLine.startsWith("<") && trimmedLine.endsWith(">"))) is complex.,27
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,read,Complex Method,Cyclomatic complexity of the method is 16,27
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,read,Magic Number,The method contains a magic number: 2,27
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,read,Magic Number,The method contains a magic number: 3,27
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,read,Magic Number,The method contains a magic number: 4,27
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,read,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@4f03e250,27
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,parseTimeSinceLastAF,Magic Number,The method contains a magic number: 2,88
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,parseTimeSinceLastAF,Magic Number,The method contains a magic number: 1000.0d,88
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,parsePreUsed,Magic Number,The method contains a magic number: 1024l,94
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,parsePostUsed,Magic Number,The method contains a magic number: 1024L,106
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,parseTotalAfterGC,Magic Number,The method contains a magic number: 1024L,113
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,parseTotalAfterHeapExpansion,Magic Number,The method contains a magic number: 3,119
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,parseTotalAfterHeapExpansion,Magic Number,The method contains a magic number: 1024L,119
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,parsePause,Magic Number,The method contains a magic number: 3,125
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,parsePause,Magic Number,The method contains a magic number: 1000.0d,125
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 2,78
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 4,78
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 1000.0,78
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 6,78
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 1000.0,78
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 12,78
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 1024,78
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 13,78
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 1024,78
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 14,78
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 1024,78
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Complex Method,Cyclomatic complexity of the method is 9,28
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Long Statement,The length of the statement "if (getLogger().isLoggable(Level.WARNING)) getLogger().warning("Malformed line (" + in.getLineNumber() + "). Wrong number of tokens ("+ st.countTokens()+ "): "+ line);" is 167.,28
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Long Statement,The length of the statement "if (getLogger().isLoggable(Level.WARNING)) getLogger().warning("Malformed line (" + in.getLineNumber() + "). Expected \"<GC:\" in "+ line);" is 139.,28
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Magic Number,The method contains a magic number: 20,28
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Magic Number,The method contains a magic number: 1024,28
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Magic Number,The method contains a magic number: 1024,28
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Magic Number,The method contains a magic number: 1024,28
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Magic Number,The method contains a magic number: 1024,28
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Magic Number,The method contains a magic number: 1024,28
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Magic Number,The method contains a magic number: 1024,28
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Magic Number,The method contains a magic number: 1024,28
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Magic Number,The method contains a magic number: 1024,28
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Magic Number,The method contains a magic number: 1024,28
gcviewer,com.tagtraum.perf.gcviewer.imp,MonitoredBufferedInputStream,MonitoredBufferedInputStream,Magic Number,The method contains a magic number: 8192,30
gcviewer,com.tagtraum.perf.gcviewer.imp,MonitoredBufferedInputStream,MonitoredBufferedInputStream,Magic Number,The method contains a magic number: 100L,34
gcviewer,com.tagtraum.perf.gcviewer.imp,MonitoredBufferedInputStream,updateCounters,Magic Number,The method contains a magic number: 100,46
gcviewer,com.tagtraum.perf.gcviewer.imp,MonitoredBufferedInputStream,updateCounters,Magic Number,The method contains a magic number: 100,46
gcviewer,com.tagtraum.perf.gcviewer.imp,MonitoredBufferedInputStream,updateCounters,Magic Number,The method contains a magic number: 100,46
gcviewer,com.tagtraum.perf.gcviewer.imp,MonitoredBufferedInputStream,getPercentageRead,Magic Number,The method contains a magic number: 100,104
gcviewer,com.tagtraum.perf.gcviewer.imp,MonitoredBufferedInputStream,getPercentageRead,Magic Number,The method contains a magic number: 100L,104
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderTools,getMemoryInKiloByte,Magic Number,The method contains a magic number: 1024,24
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderTools,getMemoryInKiloByte,Magic Number,The method contains a magic number: 1024,24
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderTools,getMemoryInKiloByte,Magic Number,The method contains a magic number: 1024,24
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderTools,getMemoryInKiloByte,Magic Number,The method contains a magic number: 1024,24
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderTools,getLookupTypeName,Magic Number,The method contains a magic number: 2,104
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,read,Complex Method,Cyclomatic complexity of the method is 33,179
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,read,Long Identifier,The length of the field GC_CONCURRENT_STRING_DEDUPLICATION is 34.,179
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,read,Long Method,The method has 160 lines of code.,179
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,read,Magic Number,The method contains a magic number: 2,179
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,read,Magic Number,The method contains a magic number: 200,179
